"Name"	"Accuracy"	"Precision"	"Recall"	"Specificity"	"F1"	"MCC"
"val.JCKevin_predictions_mulliner.csv"	"0.6"	"0.428571428571429"	"0.6"	"0.6"	"0.5"	"0.188982236504614"
"val.JCKevin_predictions_dilirank.csv"	"0.764705882352941"	"0.75"	"0.5"	"0.909090909090909"	"0.6"	"0.46088240084927"
"val.JAguirre_predictions_targets_rf.txt"	"0.702127659574468"	"0.588235294117647"	"0.588235294117647"	"0.766666666666667"	"0.588235294117647"	"0.354901960784314"
"val.JAguirre_predictions_targets_gbm.txt"	"0.51063829787234"	"0.375"	"0.529411764705882"	"0.5"	"0.439024390243902"	"0.0282707045644938"
"val.JAguirre_predictions_smiles_rf.txt"	"0.551020408163265"	"0.413793103448276"	"0.705882352941177"	"0.46875"	"0.521739130434783"	"0.169125914781591"
"val.JAguirre_predictions_smiles_gbm.txt"	"0.489795918367347"	"0.366666666666667"	"0.647058823529412"	"0.40625"	"0.468085106382979"	"0.052078818173741"
"val.JAguirre_predictions_signature_smiles_rf.txt"	"0.673469387755102"	"0.518518518518518"	"0.823529411764706"	"0.59375"	"0.636363636363636"	"0.399331146329209"
"val.JAguirre_predictions_signature_smiles_gbm.txt"	"0.591836734693878"	"0.44"	"0.647058823529412"	"0.5625"	"0.523809523809524"	"0.199539911973991"
"val.JAguirre_predictions_signature_rf.txt"	"0.551020408163265"	"0.380952380952381"	"0.470588235294118"	"0.59375"	"0.421052631578947"	"0.0618842214360421"
"val.JAguirre_predictions_signature_gbm.txt"	"0.571428571428571"	"0.428571428571429"	"0.705882352941177"	"0.5"	"0.533333333333333"	"0.198029508595335"
"val.JAguirre_predictions_signature_glm.txt"	"0.489795918367347"	"0.3"	"0.352941176470588"	"0.5625"	"0.324324324324324"	"-0.0818925482100335"
"val.JAguirre_predictions_hub_smiles_gbm.txt"	"0.469387755102041"	"0.354838709677419"	"0.647058823529412"	"0.375"	"0.458333333333333"	"0.0217803420934516"
"val.JAguirre_predictions_hub_smiles_rf.txt"	"0.469387755102041"	"0.344827586206897"	"0.588235294117647"	"0.40625"	"0.434782608695652"	"-0.00534081836152392"
"val.JAguirre_predictions_disgenet_gbm_C0023892.txt"	"0.551020408163265"	"0.391304347826087"	"0.529411764705882"	"0.5625"	"0.45"	"0.0876637334326728"
"val.JAguirre_predictions_disgenet_rf_C0023892.txt"	"0.469387755102041"	"0.333333333333333"	"0.529411764705882"	"0.4375"	"0.409090909090909"	"-0.0316650248190562"
"val.JAguirre_predictions_disgenet_smiles_gbm_C0023892.txt"	"0.448979591836735"	"0.34375"	"0.647058823529412"	"0.34375"	"0.448979591836735"	"-0.00919117647058824"
"val.JAguirre_predictions_disgenet_smiles_rf_C0023892.txt"	"0.469387755102041"	"0.363636363636364"	"0.705882352941177"	"0.34375"	"0.48"	"0.0503787459959886"
"val.JAguirre_predictions_guildify_gbm_C0023892.txt"	"0.489795918367347"	"0.346153846153846"	"0.529411764705882"	"0.46875"	"0.418604651162791"	"-0.00175327466865346"
"val.JAguirre_predictions_guildify_rf_C0023892.txt"	"0.551020408163265"	"0.391304347826087"	"0.529411764705882"	"0.5625"	"0.45"	"0.0876637334326728"
"val.JAguirre_predictions_guildify_smiles_gbm_C0023892.txt"	"0.428571428571429"	"0.310344827586207"	"0.529411764705882"	"0.375"	"0.391304347826087"	"-0.0925741849330813"
"val.JAguirre_predictions_guildify_smiles_rf_C0023892.txt"	"0.36734693877551"	"0.340909090909091"	"0.882352941176471"	"0.09375"	"0.491803278688525"	"-0.037577904817609"
"val.JAguirre_predictions_landmark_gbm.txt"	"0.469387755102041"	"0.333333333333333"	"0.529411764705882"	"0.4375"	"0.409090909090909"	"-0.0316650248190562"
"val.JAguirre_predictions_landmark_rf.txt"	"0.428571428571429"	"0.310344827586207"	"0.529411764705882"	"0.375"	"0.391304347826087"	"-0.0925741849330813"
"val.JAguirre_predictions_peng_gbm.txt"	"0.571428571428571"	"0.409090909090909"	"0.529411764705882"	"0.59375"	"0.461538461538462"	"0.117864259048709"
"val.JAguirre_predictions_peng_rf.txt"	"0.510204081632653"	"0.315789473684211"	"0.352941176470588"	"0.59375"	"0.333333333333333"	"-0.052078818173741"
